subject,body,category,subcategory
Security Code for Banking Portal,"Verification code: 383567

Use this code to complete your login. Valid for 11 minutes.",non-ticket,otp
Problem Investigation: timeout errors,We have observed a recurring pattern with timeout errors. This has occurred 27 times in the past 2 weeks. Root cause analysis needed.,ticket,problem
Trend analysis request,Systematic investigation required for file upload. Temporary workarounds are not sustainable. RCA needed urgently.,ticket,problem
Your account will expire soon,System maintenance is scheduled for 2026-02-14 from 1:00 AM to 2:00 AM. Services may be temporarily unavailable.,non-ticket,notification
Verification Code: 093416,"Security Alert: Your verification code is 093416. If you did not request this code, please ignore this email.",non-ticket,otp
Limited Time Offer,"Newsletter: system event. This month features: Feature Article, Product Updates, Customer Stories. Read more on our website.",non-ticket,marketing
Login failed for multiple users,Emergency: Backup Service is not responding. Getting error: Access Denied. Business operations halted.,ticket,incident
Account notification,This is an automated message from Banking Portal. Your registration has been processed. Reference: REF292269. Do not reply to this email.,non-ticket,noreply
Request for Python license,"New employee onboarding - please set up: email account, network access, Visual Studio. Start date: 2026-03-03.",ticket,request
DNS record update needed,Database migration scheduled for 2026-02-27. Backup completed. Migration scripts tested. Expected duration: 4 hours.,ticket,change
Don't Miss Out: Free Shipping,Exclusive offer for our subscribers! Limited time promotion. Limited time only. Click here to browse our collection.,non-ticket,marketing
Critical bug in checkout,Incident #: timeout errors - immediate attention required. Status: Critical. Multiple departments affected.,ticket,incident
System Down - CRM,Critical incident reported: report generation. Service is currently down. Multiple users affected. Need urgent resolution.,ticket,incident
Deployment request for API Service,Scheduled maintenance window for Payment Gateway on 2026-03-05 from 11:00 AM to 8:00 AM. Impact: customer transactions. Stakeholders notified.,ticket,change
File server inaccessible,Critical incident reported: report generation. Service is currently down. Multiple users affected. Need urgent resolution.,ticket,incident
Backup completed successfully,Reminder: Document Review is due on 2026-02-14. Please complete this action to avoid late fees.,non-ticket,notification
Limited Time Offer,Exclusive offer for our subscribers! Amazing deals on top brands. Limited time only. Click here to browse our collection.,non-ticket,marketing
Request: access card needed,Can you please install AutoCAD on my workstation? I need it for Project Gamma. Computer ID: PC-4378.,ticket,request
Application access for new employee,Can you please install SAP on my workstation? I need it for Project Delta. Computer ID: PC-4870.,ticket,request
Confirm your identity: 093241,093241 is your authentication code. Enter this code to verify your identity. Code expires at 06:18.,non-ticket,otp
Re: (no subject),CONGRATULATIONS! You have been selected to receive an iPhone. Click here immediately to claim your reward. Act fast!,non-ticket,spam
Mobile device setup request,Can you please install Visual Studio on my workstation? I need it for Project Gamma. Computer ID: PC-4701.,ticket,request
Authentication Code,"Security Alert: Your verification code is 589464. If you did not request this code, please ignore this email.",non-ticket,otp
Verification Code: 033561,"Verification code: 033561

Use this code to complete your login. Valid for 11 minutes.",non-ticket,otp
Application version upgrade,Infrastructure change needed: security patch. Business justification: team collaboration. Implementation date: 2026-02-25.,ticket,change
Email alias creation request,I need to reset my password for Web Portal. Username: user880. Please send reset link.,ticket,request
System maintenance scheduled,Your document is ready. Reference number: REF378750. You can access it through your account dashboard.,non-ticket,notification
Printer access request,I need VPN access to work remotely. Please configure my account and send setup instructions.,ticket,request
Software License Request,I need VPN access to work remotely. Please configure my account and send setup instructions.,ticket,request
Email server down,Users reporting performance degradation since 2:55 PM. 87 users affected. Production environment impacted.,ticket,incident
Weekly Newsletter - status update,Don't miss our New Season Launch! Special discounts on Fashion. Use promo code 437812 at checkout. Ends 2026-02-14.,non-ticket,marketing
Root cause unknown for report generation,Problem record created: Intermittent system freeze. Unable to reproduce consistently. Logs show during peak hours. Need deep dive analysis.,ticket,problem
